name,mandal,year,age,area,community,edu,electioncat,occupation,party,sex,electedas
Agraharam Mithramma,Tadimarri,2006,,Atmakur,,,UR(G),,INC,Female,MPTC President
C.Chinna Gangaiah,Tadimarri,2006,42.0,C.C.Revu,,VII CLASS,S.C(G),AGRICULTURE,INC,M,MPTC
Konidala Prabhavathamma,Tadimarri,2006,65.0,Chilla Kondayapalli,KAMMA,X CLASS,U.R.(G),LABOURAGRICULTURE,TDP,F,MPTC
Janakamma,Tadimarri,2006,42.0,Dadi Thota,KAMMA,V CLASS,U.R.(W),AGRICULTURE,INC,F,MPTC
Buddolla Venkata Narayanamma,Tadimarri,2006,32.0,Kunukuntla,,-,"S,C(W)",AGRICULTURE,INC,F,MPTC
Madineni Lakshmi,Tadimarri,2006,43.0,Narsimpalli,KAMMA,VI CLASS,U.R.(G),HOUSE WIFE,TDP,F,MPTC
K.Pullamma,Tadimarri,2006,34.0,Pedda Kotla,KURUBA,V CLASS,B.C (W),AGRICULTURE,INC,F,MPTC
Akuleti Aswartha Naraya,Tadimarri,2006,28.0,Pinna Dari,KURUBA,X CLASS,B.C (G),AGRICULTURE,TDP,M,MPTC
Kuntaala Sreeramulu,Tadimarri,2006,39.0,Tadimarri,KURUBA,II CLASS,B.C (G),AGRICULTURE,INC,M,MPTC
D.Chinna Hajivalli,Tadipatri,2006,,Bogasamudram,,,BC(G),,INC,Male,MPTC
Harijana Lagalakshmamma,Tadipatri,2006,,Bramhanapalli,,,SC(G),,INC,Female,MPTC
Talari Obulamma,Tadipatri,2006,,Chukkaluru,,,BC(W),,INC,Female,MPTC
Obbanagari Maheswari,Tadipatri,2006,,Eruchinthala,,,UR(G),,INC,Female,MPTC
Molaka Subbalakshmamma,Tadipatri,2006,,Gangadevipalli,,,BC(W),,INC,Female,MPTC
Chadurla Sulochanamma,Tadipatri,2006,,Gannevaripalli 1,,,UR(W),,INC,Female,MPTC
Channa Lakshmirangaiah,Tadipatri,2006,,Gannevaripalli 2,,,BC(G),,INC,Male,MPTC
Jangamreddi Chinnapullareddu,Tadipatri,2006,,Obaepalli,,,UR(G),,INC,Male,MPTC
Annegowni Alivelamma,Tadipatri,2006,,Peddapalamad,,,UR(W),,INC,Female,MPTC
Dasari Chinna Obulapathi,Tadipatri,2006,,Sajjaladinne,,,UR(G),,INC,Male,MPTC
M.Krishnamma,Tadipatri,2006,,Vanganur,,,SC(W),,INC,Female,MPTC President
Derangula Sivudu,Tadipatri,2006,,Venkatareddipalli,,,BC(G),,INC,Male,MPTC
Chinnarappagari Kanthamma,Tadipatri,2006,28.0,Chinna Polamada,KAPU,6TH,URW,,INC,F,MPTC
Sangati Pulla Reddy,Tadipatri,2006,54.0,Diguvapalli,KAPU,SSLC,URG,,INC,M,MPTC
Tanguturi Diwakar Reddy,Tadipatri,2006,32.0,Yerraguntlapalli,KAPU,10th class,URG,,TDP,M,MPTC
Eddula Narasimhulu,Talupula,2006,22.0,Edulakuntapalli,SC,7TH,SCG,,INC,M,MPTC
K.Tirupati,Talupula,2006,35.0,Gunduvaripalli,BC,10TH,BC,,INC,M,MPTC
G.Rama Devi,Talupula,2006,30.0,Kurli,BC,5TH,BCW,,INC,F,MPTC
Barre Laxmi Devi,Talupula,2006,39.0,Lakkasamudram,OC,8th,,,TDP,F,MPTC
Nangi Rajasekhar Reddy,Talupula,2006,,Nuthana Kalava,,,UR(G),,INC,Male,MPTC
Islavath Salemma,Talupula,2006,54.0,Obula Reddypalli,ST,3RD CLASS,STW,,TDP,F,MPTC
Gopalam Maheswar Raju,Talupula,2006,28.0,Odulapalli,BC,Degree,BCG,,INC,F,MPTC
Nanjuti Mallikarjuna,Talupula,2006,43.0,Peddannavaripalli,OC,5TH,,,TDP,M,MPTC
Eddula Gopal,Talupula,2006,42.0,Talupula 1,OC,10TH,,,TDP,M,MPTC
Beldari Hydarbee,Talupula,2006,44.0,Talupula 2,BC,,URW,,CPI(M),F,MPTC
Mekala Laxmi Narasamma,Talupula,2006,34.0,Udumulakurthy,OC,5TH,URW,,TDP,F,MPTC
Avula Manohar Reddy,Talupula,2006,47.0,Vepamanipeta,OC,Degree,,,INC,M,MPTC President
Derangi Vema Narayana,Tanakal,2006,38.0,Bothalapalli,Vaddi,,BCG,CULTIVATION,INC,M,MPTC
T.Nararyana,Tanakal,2006,33.0,Cheekatimanipalli,SC,"BA, BL",URG,CULTIVATION,TDP,M,MPTC
Rachineni Ramanarasappa Naidu,Tanakal,2006,,Diguvachekkavaripalli,,,UR(G),,TDP,Male,MPTC
Gorla Kamalamma,Tanakal,2006,44.0,Ethodu,Kapu,5TH,URW,,INC,F,MPTC
Bhukya Jayram Naik,Tanakal,2006,49.0,Ganenaik Thanda,Sugali,,STG,CULTIVATION,INC,M,MPTC
Racheruvu Prameela,Tanakal,2006,,Kokkanti,,,BC(W),,INC,Female,MPTC
Dandu Manjunath,Tanakal,2006,33.0,Korthikota,Balija,,URG,CULTIVATION,TDP,M,MPTC
Bheemana Seenappa,Tanakal,2006,36.0,Kotapalli,Boya,5TH,BCG,CULTIVATION,TDP,M,MPTC
Mude Narayana Naik,Tanakal,2006,35.0,Mallireddypalli,,10TH,STG,CULTIVATION,TDP,M,MPTC
Marepalli Chandra Sekhar Reddy,Tanakal,2006,29.0,T.Sadam,KAPU,,URG,CULTIVATION,TDP,M,MPTC
Duginepalli Nagamma,Tanakal,2006,47.0,Tanakal 1,Madiga,,SCW,,TDP,F,MPTC
Gajula Rama Devi,Tanakal,2006,29.0,Tankal 2,Balija,,URW,,TDP,F,MPTC
Indla Nagalakshmamma,Tanakal,2006,31.0,Tankal 3,Madiga,,,,TDP,F,MPTC President
Sundupalli Adinarayana,Tanakal,2006,29.0,Tavalam,Mala,Intermediate,SCG,CULTIVATION,TDP,M,MPTC
Undabanda Pedda Yerriswamy,Uravakonda,2006,49.0,Amidyala 1,BC(Boya),5th Class,,Farmer,INC,M,MPTC
Hariyana Yerramma,Uravakonda,2006,28.0,Amidyala 2,,,SC(W),Farmer,INC,F,MPTC
C.Rajukumar,Uravakonda,2006,41.0,Chinna Mustoor,SC(Madiga),Inter,,Labour,INC,M,MPTC
Boya Lakshmi Devi,Uravakonda,2006,54.0,Lathavaram,,,BC(W),Farmer,INC,F,MPTC
Madamanchi Vimala,Uravakonda,2006,26.0,Mopidi,OC(Kamma),,,Farmer,TDP,F,MPTC
Rajala Yogendra Reddy,Uravakonda,2006,22.0,Nerimetla,OC(Kapu),BSC,,Farmer,INC,M,MPTC
Devineni Sudhir Babu,Uravakonda,2006,33.0,Nimbagal,OC(Kamma),Polytechnic,,Farmer,INC,M,MPTC
D.Venkatanarasimhulu,Uravakonda,2006,,Peddakoukuntla 2,,,BC(G),,TDP,Male,MPTC
Gogwoli Sriramulu,Uravakonda,2006,28.0,Peddakowkuntla 1,,Inter,BC(G),Farmer,TDP,M,MPTC
Yarralammagari Srinivasulu,Uravakonda,2006,27.0,Raketla,,SSC,BC(G),Farmer,INC,M,MPTC
H.Ramalingappa,Uravakonda,2006,28.0,Shaikshanipalli,,Inter,SC-G,Farmer,TDP,M,MPTC
A.Asis,Uravakonda,2006,30.0,Uravakonda 1,OC(Musilm),5th Class,,Business,TDP,M,MPTC
Uppara Renuka,Uravakonda,2006,42.0,Uravakonda 2,BC-D(Uppara,SSC,,Farmer,INC,F,MPTC
Gundluri Vannappa,Uravakonda,2006,35.0,Uravakonda 3,OC(Balija),SSC,,Farmer,INC,M,MPTC
C.Maheswar,Uravakonda,2006,39.0,Uravakonda 4,,Inter,BC(G),Weaving,INC,M,MPTC
Kammati Ramanjeneulu,Uravakonda,2006,54.0,Uravakonda 5,,SSC,BC(G),Business,INC,M,MPTC
A.C.Yerriswamy,Uravakonda,2006,32.0,Uravakonda 6,,Inter,SC(G),Farmer,INC,M,MPTC President
Anjinappa,Uravakonda,2006,42.0,Uravakonda 7,,7th class,ST(G),Basket Making,INC,M,MPTC
G.Ramalakshmi,Uravakonda,2006,52.0,Uravakonda 8,BC-B(Thogata),5th Class,,Weaving,INC,F,MPTC
Ediga Umadevi,Uravakonda,2006,33.0,Uravakonda 9,,7th class,BC(W),Weaving,INC,F,MPTC
Desai Purushotham,Uravakonda,2006,47.0,Veligonda,OC(Lingayath),SSC fail,,Farmer,INC,M,MPTC
Kumbaganta Sivalingappa,Vajrakarur,2006,34.0,Chabala,,,UR(G),,INC,M,MPTC
Narayanaswamy,Vajrakarur,2006,44.0,Chayapuram,,4th Class,UR(G),,INC,M,MPTC
Mallamma,Vajrakarur,2006,29.0,Gadehothur,,,SC(W),,INC,F,MPTC
Sailaja,Vajrakarur,2006,39.0,Gulapalem,,SSC,UR(G),,INC,F,MPTC President
Kondajugula Sreeramulu,Vajrakarur,2006,,Konakondla 3,,,SC(G),,INC,Male,MPTC
Radhamma,Vajrakarur,2006,28.0,Konakondla 1,,5th class,BC(W),,INC,F,MPTC
T.Ramaneneyulu,Vajrakarur,2006,39.0,Konakondla 2,,6th class,BC(G),,INC,M,MPTC
Seethamma,Vajrakarur,2006,28.0,P.C.Pyapili,,,ST(W),,INC,F,MPTC
Poliki Nagaraju,Vajrakarur,2006,28.0,Pandikunta,,,SC(G),,INC,M,MPTC
Sankaramma,Vajrakarur,2006,37.0,Ragulapadu,,SSC,UR(W),,TDP,F,MPTC
Ramanjaneyulu,Vajrakarur,2006,28.0,Thatrakal,,BA,BC(G),,INC,M,MPTC
Gopi Suvarnamma,Vajrakarur,2006,42.0,Vajrakarur 1,,,UR(W),,INC,F,MPTC
Usuf Vali,Vajrakarur,2006,34.0,Vajrakarur 2,,5th class,BC(G),,INC,M,MPTC
M.Lathamma,Vajrakarur,2006,44.0,Venkatampalli,,7th class,BC(W),,INC,F,MPTC
P.Hemalatha,Vidapanakal,2006,22.0,Palthur 1,,10 th class,BC(W),Agriculture Labour,INC,F,MPTC
P.Maheswara Gowd,Vidapanakal,2006,36.0,Palthur 2,,Inter,UR(G),Agriculture,INC,M,MPTC
V.Aruna,Vidapanakal,2006,22.0,Donekal,BC(W),10th class,UR(W),Agriculture,INC,F,MPTC
K.Sivappa,Vidapanakal,2006,47.0,Gadekal,,,BC(G),Agriculture,INC,M,MPTC
M.Lakshmi Devi,Vidapanakal,2006,28.0,Hachanahal,,9th class,UR(W),Agriculture,INC,F,MPTC
S.Polamma,Vidapanakal,2006,31.0,Havaligi 1,,10th class,SC(W),Agriculture Labour,INC,F,MPTC
K.Sivasankaramma,Vidapanakal,2006,49.0,Havaligi 2,,1st class,BC(W),Agriculature,INC,F,MPTC
K.Garinti Thimmappa,Vidapanakal,2006,40.0,Karakamukkala,,10th class,BC(G),Agriculture,INC,M,MPTC
G.Ravindra,Vidapanakal,2006,31.0,P.Kottalapali,,10th class,UR(G),Agriculture,TDP,M,MPTC
D.Hajimalang Baba,Vidapanakal,2006,45.0,Poloki,,BSC,BC(G),Agriculture,TDP,M,MPTC
H.Veerabadri,Vidapanakal,2006,41.0,Undabanda,,1st class,SC(G),Agriculture Labour,TDP,M,MPTC
D.Aswatha Reddy,Vidapanakal,2006,47.0,V.Kothakota,,10th class,UR(G),Agriculture,TDP,M,MPTC
K.Paramesappa,Vidapanakal,2006,39.0,Velpumadugu,,BA,BC(G),Agriculture,TDP,M,MPTC
V.Venkata Ramana Reddy,Vidapanakal,2006,43.0,Vidapanakal,,INTER,UR(G),Agriculture,INC,M,MPTC President
S.Lakshmi Reddy,Yadiki,2006,43.0,23/2 Nittur,,5th Class,UR(G),Cultivation,TDP,M,MPTC
Jaladurgam Ramanjanaeyulu,Yadiki,2006,38.0,Chandana,,5th Class,BC(G),Cultivation,INC,M,MPTC
Lakku Chedravathi,Yadiki,2006,40.0,Kamalapadu,,5th Class,UR(W),Cultivation,INC,F,MPTC
Gurrala Ramachendrudu,Yadiki,2006,43.0,Konuppalapadu,,,BC(G),Cultivation,INC,M,MPTC
B.Bhaskar,Yadiki,2006,32.0,Nagarur,,5th Class,BCG),Cultivation,INC,M,MPTC
Modiyam Thirunatha Reddy,Yadiki,2006,23.0,Puppala,,10th Class,UR(G),Cultivation,INC,M,MPTC
Allapur Ramanjaneyulu,Yadiki,2006,21.0,Rayalacheruvu 1,,Degree,UR(G),Cultivation,INC,M,MPTC
Murali Chandrakalavathi,Yadiki,2006,22.0,Rayalacheruvu 2,,,BC(W),Cultivation,INC,F,MPTC
V.K.Aruna,Yadiki,2006,,Vemulapadu,,,UR(G),,Independent,Female,MPTC
Bala Ananthamma,Yadiki,2006,54.0,Yadiki 1,,9th class,BC(W),House wife,INC,F,MPTC President
P.Balachowdaiah,Yadiki,2006,65.0,Yadiki 2,,,UR(G),Cultivation,CPI,M,MPTC
G.Obaiah,Yadiki,2006,26.0,Yadiki 3,,Degree,SC(G),Cultivation,INC,M,MPTC
V.Parvathamma,Yadiki,2006,49.0,Yadiki 4,,,UR(W),Cultivation,INC,F,MPTC
R.Lakshmamma,Yadiki,2006,29.0,Yadiki 5,,,SC(W),Cooli,INC,F,MPTC
M.Yashoda,Yellanur,2006,37.0,Boppepalli,,7th Class,UR(W),,INC,Female Agrl.,MPTC
P.Venugopal Naidu,Yellanur,2006,32.0,Chilamakur,,,UR(G),Agrl.,TDP,Male,MPTC
N.Ramanaidu,Yellanur,2006,46.0,Goddumarri,,10 th class,UR(G),Agrl.,INC,Male,MPTC
Kothapalli Adenna,Yellanur,2006,35.0,Kallur,,,SC(G),Agrl.,INC,Male,MPTC
K.Prameelamma,Yellanur,2006,30.0,Mallagundla,,6th class,BC(W),,INC,Female Agrl.,MPTC
Harijana Venkatamma,Yellanur,2006,39.0,Peddamallepalli,,,SC(W),,INC,Female Agrl.,MPTC
Araveti Radha,Yellanur,2006,33.0,Thimmampalli,,10 th class,UR(W),,INC,Female Agrl.,MPTC
M.Sulochanadevi,Yellanur,2006,37.0,Vennapusapalli,,5th Class,BC(G),,CPI,Female Agrl.,MPTC
D.Ramulamma,Yellanur,2006,38.0,Yellanur 1,,5th Class,UR(G),,TDP,Female Agrl.,MPTC
N.Yangamma,Yellanur,2006,60.0,Yellanur 2,,,BC(G),,INC,Female Agrl.,MPTC President
Sreenivasulu,Agali,2014,,Agali,,,BC,,YSRCP,M?,MPTC
Lakshminarasappa,Agali,2014,,Hallikera,,,SC,,TDP,M?,MPTC
G.Thippamma,Agali,2014,,Inagalore,,,UR(W),,TDP,F,MPTC
Kavitha,Agali,2014,,Irigepalli,,,SC(W),,TDP,F,MPTC
Mallappa,Agali,2014,,Kodipalli,,,UR,,TDP,M?,MPTC
Nanjundappa,Agali,2014,,Madhudi,,,UR,,TDP,M?,MPTC Vice President
Sarojamma,Agali,2014,,Narasambudi,,,BC(W),,TDP,F,MPTC
Ammajamma,Agali,2014,,P.Byadigera,,,UR(W),,TDP,F,MPTC President
Sakrappa,Agali,2014,,Ragelinganahalli,,,BC,,TDP,M?,MPTC
Lakshmamma,Agali,2014,,Ravudi,,,BC(W),,TDP,F,MPTC
P.Geetha,Amadagur,2014,,Amadagur,,,UR(W),,IND,F,MPTC
D.Dhanalakshmi,Amadagur,2014,,Chinaganipalli,,,UR,,TDP,M?,MPTC Vice President
P.Venkatramanamma,Amadagur,2014,,Gunduvaripalli,,,BC,,TDP,M?,MPTC President
K.Jayamma,Amadagur,2014,,Jowkulakothapalli,,,UR,,YSRCP,M?,MPTC
P.Sivamma,Amadagur,2014,,Mahammadabad,,,UR(W),,YSRCP,F,MPTC
B.Santhamma,Amadagur,2014,,Pulakuntapalli,,,UR(W),,YSRCP,F,MPTC
P.Gangadevi,Amadagur,2014,,Thummala 1,,,SC(W),,TDP,F,MPTC
M.Choudamma,Amadagur,2014,,Thummala 2,,,BC(W),,YSRCP,F,MPTC
Manjunath,Amarapuram,2014,,Aladapalli,,,UR,,TDP,M?,MPTC
Nagaveni,Amarapuram,2014,,Amarapuram 1,,,UR(W),,TDP,F,MPTC
Krishnamurthy,Amarapuram,2014,,Amarapuram 2,,,UR,,TDP,M?,MPTC
Krishnareddy,Amarapuram,2014,,Basavanapalli,,,BC,,YSRCP,M?,MPTC
Rangamma,Amarapuram,2014,,Haluku 2,,,SC(W),,TDP,F,MPTC
C N Deepthi,Amarapuram,2014,,Halukur 1,,,BC(W),,TDP,F,MPTC
Shivakumar,Amarapuram,2014,,Hemavathi 1,,,UR,,TDP,M?,MPTC
Meenakashi,Amarapuram,2014,,Hemavathi 2,,,BC,,TDP,M?,MPTC President
Lokesh,Amarapuram,2014,,Hemavathi 3,,,SC,,TDP,M?,MPTC
S.Rashmi,Amarapuram,2014,,K.Sivaram,,,UR(W),,TDP,F,MPTC
Govindaraya,Amarapuram,2014,,Maddanakunta,,,SC,,TDP,M?,MPTC
Roopa,Amarapuram,2014,,Nidragatta,,,UR(W),,TDP,F,MPTC
K. Saradamma,Amarapuram,2014,,Thamadepalli 1,,,BC(W),,TDP,F,MPTC
Hemalatha,Amarapuram,2014,,Thamadepalli 2,,,SC(W),,TDP,F,MPTC
Radhakrishna,Amarapuram,2014,,V.Agraharam,,,UR,,TDP,M?,MPTC Vice President
Girijamma,Amarapuram,2014,,Valasa,,,UR(W),,TDP,F,MPTC
B.Vanaja,Ananthapuramu Rural,2014,,A.Narayanapuram 1,,,UR(W),,TDP,F,MPTC
S.Nagaraju,Ananthapuramu Rural,2014,,A.Narayanapuram 2,,,UR,,TDP,M?,MPTC
Mangala Ramu,Ananthapuramu Rural,2014,,A.Narayanapuram 3,,,UR,,TDP,M?,MPTC
K.Aparana,Ananthapuramu Rural,2014,,A.Narayanapuram 4,,,UR(W),,YSRCP,F,MPTC
B.Pushapavathi,Ananthapuramu Rural,2014,,A.Narayanapuram 5,,,BC(W),,TDP,F,MPTC
E.Lelavathi,Ananthapuramu Rural,2014,,A.Narayanapuram 6,,,UR(W),,TDP,F,MPTC
Kuruba Jganeswari,Ananthapuramu Rural,2014,,A.Narayanapuram 7,,,UR(W),,YSRCP,F,MPTC
T.Imamulu,Ananthapuramu Rural,2014,,Akkampalli,,,BC,,TDP,M?,MPTC
S.Anand,Ananthapuramu Rural,2014,,Akuthotapalli 1,,,SC,,TDP,M?,MPTC
M.Ramana,Ananthapuramu Rural,2014,,Akuthotapalli 2,,,BC,,TDP,M?,MPTC
A.Subba Reddy,Ananthapuramu Rural,2014,,Alamur,,,UR,,YSRCP,M?,MPTC
B.Venkataramanamma,Ananthapuramu Rural,2014,,Anantapuramu Rural 1,,,UR(W),,TDP,F,MPTC
K.Silpa,Ananthapuramu Rural,2014,,Anantapuramu Rural 2,,,UR(W),,TDP,F,MPTC Vice President
K.Ramamohan Reddy,Ananthapuramu Rural,2014,,Chiyyedu,,,UR,,YSRCP,M?,MPTC
M.Akkulappa,Ananthapuramu Rural,2014,,Itukalapalli,,,UR,,TDP,M?,MPTC
Narayanswamy,Ananthapuramu Rural,2014,,Kakkalapalli,,,UR,,TDP,M?,MPTC
Kadirabba Dhanujay,Ananthapuramu Rural,2014,,Kakkalapalli Colony 1,,,BC,,YSRCP,M?,MPTC
K.Radhamma,Ananthapuramu Rural,2014,,Kakkalapalli Colony 2,,,UR(W),,YSRCP,F,MPTC
K.Gayathri Devi,Ananthapuramu Rural,2014,,Kakkalapalli Colony 3,,,BC(W),,YSRCP,F,MPTC
Kanekanti Madhavi,Ananthapuramu Rural,2014,,Kamarupalli,,,UR(W),,TDP,F,MPTC President
B.Govinda Reddy,Ananthapuramu Rural,2014,,Kandukur  1,,,UR,,YSRCP,M?,MPTC
S.Nagamma,Ananthapuramu Rural,2014,,Kandukur 1,,,SC(W),,YSRCP,F,MPTC
B.Kirana Kumar Reddy,Ananthapuramu Rural,2014,,Kurugunta,,,UR,,YSRCP,M?,MPTC
S.Janaki Bai,Ananthapuramu Rural,2014,,Narasanayanikunta,,,ST(W),,TDP,F,MPTC
M.Hemavathi,Ananthapuramu Rural,2014,,Pulakunta,,,SC(W),,YSRCP,F,MPTC
G.Ramna Reddy,Ananthapuramu Rural,2014,,Rachanpalli  1,,,UR,,YSRCP,M?,MPTC
D.Saddanapa,Ananthapuramu Rural,2014,,Rachanpalli 2,,,BC,,TDP,M?,MPTC
D.Abudul Rahim,Ananthapuramu Rural,2014,,Rajiv Colony  1,,,BC,,TDP,M?,MPTC
Chakali Jayamma,Ananthapuramu Rural,2014,,Rajiv Colony 2,,,BC(W),,YSRCP,F,MPTC
Gundla Madugu Balaji,Ananthapuramu Rural,2014,,Rudrampeta 1,,,UR,,YSRCP,M?,MPTC
Guggilla Raghava Reddy,Ananthapuramu Rural,2014,,Rudrampeta 2,,,UR,,TDP,M?,MPTC
Harijana Krishanaveni,Ananthapuramu Rural,2014,,Rudrampeta 3,,,SC(W),,TDP,F,MPTC
S.Venkata Lakshmi,Ananthapuramu Rural,2014,,Rudrampeta 4,,,BC(W),,TDP,F,MPTC
M.Naganna,Ananthapuramu Rural,2014,,Somuladoddi,,,SC,,TDP,M?,MPTC
M.Venkatalakshmamma,Ananthapuramu Rural,2014,,Taticherla,,,UR(W),,TDP,F,MPTC
P.Naramma,Ananthapuramu Rural,2014,,Uparapalli,,,UR(W),,YSRCP,F,MPTC
J.Chinnakka,Atmakur,2014,,Atmakur 1,,,SC,,YSRCP,M?,MPTC
P.Prathap,Atmakur,2014,,Atmakur 2,,,UR,,TDP,M?,MPTC Vice President
K.Shankaranarayana Reddy,Atmakur,2014,,B.Yaleru,,,UR,,YSRCP,M?,MPTC
Talari Ramadevi,Atmakur,2014,,Goridindla,,,BC(W),,TDP,F,MPTC
Ippeti Akkamma,Atmakur,2014,,Muttala,,,BC(W),,YSRCP,F,MPTC
Subbara Sanjeevaiah,Atmakur,2014,,P.Yaleru,,,BC,,TDP,M?,MPTC
Gangula Jayasudha,Atmakur,2014,,Sanapa,,,UR(W),,TDP,F,MPTC
R.Varalakshmi,Atmakur,2014,,Singampalli,,,ST(W),,YSRCP,F,MPTC
Gaduputi Rama Devi,Atmakur,2014,,Talupuru,,,UR(W),,TDP,F,MPTC
Yarragunta Mallikarjuna,Atmakur,2014,,Thopudurthy,,,UR,,YSRCP,M?,MPTC
M.Marrekka,Atmakur,2014,,Vepacherla,,,SC(W),,TDP,F,MPTC President
B.Nirmala,Bathalapalli,2014,,Apparacheruvu,,,UR(W),,YSRCP,F,MPTC
M.Ramanjeeneyulu,Bathalapalli,2014,,Bathalapalli  1,,,SC,,YSRCP,M?,MPTC
P.Kalavathi,Bathalapalli,2014,,Bathalapalli 2,,,BC(W),,YSRCP,F,MPTC
K.Suryaprakash Babu,Bathalapalli,2014,,Bathalapalli 3,,,BC,,YSRCP,M?,MPTC President
G.Venkateswara Reddy,Bathalapalli,2014,,D.Cherlopalle,,,UR,,YSRCP,M?,MPTC Vice President
G.Vengala Reddy,Bathalapalli,2014,,Dampetla,,,UR,,YSRCP,M?,MPTC
S.Saileela,Bathalapalli,2014,,Malyavantham,,,SC(W),,TDP,F,MPTC
K.Suryaprakash Rao,Bathalapalli,2014,,Mustur,,,UR,,TDP,M?,MPTC
M.Bhagyamma,Bathalapalli,2014,,Obulapuram,,,UR(W),,TDP,F,MPTC
K.Rathnamma,Bathalapalli,2014,,Sanjeevapuram,,,BC(W),,TDP,F,MPTC
S.Gangadevi,Bathalapalli,2014,,Thambapuram,,,ST(W),,TDP,F,MPTC
Bolliboyena Vani,Beluguppa,2014,,Ankampalli,,,UR(W),,TDP,F,MPTC
Golla Yerraya Dowd,Beluguppa,2014,,B.Ramasagaram,,,UR,,TDP,M?,MPTC
Mood Salabai,Beluguppa,2014,,Beluguppa 2,,,ST(W),,YSRCP,F,MPTC
Boya Kahchi Ramudu,Beluguppa,2014,,Beluguppa 2,,,UR,,TDP,M?,MPTC
Guduputi Thimmappa,Beluguppa,2014,,Duddekunta,,,UR,,TDP,M?,MPTC Vice President
K.Anjinamma,Beluguppa,2014,,Gagavaram,,,BC(W),,YSRCP,F,MPTC
K.Venkatesulu,Beluguppa,2014,,Kalavapalalli,,,BC,,YSRCP,M?,MPTC
Vadde Sreenivasulu,Beluguppa,2014,,N.Gundlapalli,,,BC,,TDP,M?,MPTC
Madiga Nagamma,Beluguppa,2014,,Narasapuram,,,SC(W),,YSRCP,F,MPTC
Thirupatamma,Beluguppa,2014,,Seerpi,,,SC,,TDP,M?,MPTC President
Malasree Edega,Beluguppa,2014,,Sreerangapuram,,,UR(W),,TDP,F,MPTC
Yoshodamma,Beluguppa,2014,,Thagguparthi,,,UR,,TDP,M?,MPTC
T Venkata Bharathi,Bommanahal,2014,,Bandur,,,UR(W),,TDP,F,MPTC
Kummari Gopal,Bommanahal,2014,,Bollanaguddam,,,BC,,TDP,M?,MPTC
Kothapalli Kavitha,Bommanahal,2014,,Bommanahal,,,UR(W),,TDP,F,MPTC Vice President
Kotigari Ramesh,Bommanahal,2014,,D.Honnur  1,,,UR,,YSRCP,M?,MPTC
R. Vanappa,Bommanahal,2014,,D.Honnur  2,,,BC,,YSRCP,M?,MPTC
Kavili Vemanna,Bommanahal,2014,,Govindawada  1,,,UR,,TDP,M?,MPTC
M.Suresh Swamy,Bommanahal,2014,,Govindawada 2,,,UR,,YSRCP,M?,MPTC
H Parvathi,Bommanahal,2014,,Kolaganahalli,,,SC(W),,TDP,F,MPTC President
S Jaya Ram Reddy,Bommanahal,2014,,Kuruvalli,,,UR,,YSRCP,M?,MPTC
Muluguru Malli Karjuna,Bommanahal,2014,,Lingadahal,,,UR,,TDP,M?,MPTC
Tulasamma,Bommanahal,2014,,Nemakallu,,,BC(W),,YSRCP,F,MPTC
Kasireddy Gari Shobha,Bommanahal,2014,,Singanahalli,,,UR(W),,YSRCP,F,MPTC
Harijana Anandha,Bommanahal,2014,,Sreedharagatta,,,SC,,IND,M?,MPTC
K.Padmaja,Bommanahal,2014,,Uddehal,,,UR(W),,YSRCP,F,MPTC
K.Vandramma,Bommanahal,2014,,Unthakal,,,BC(W),,TDP,F,MPTC
Urthal Parvathi,Bommanahal,2014,,Upparahal,,,BC(W),,TDP,F,MPTC
Saradamma,Bramhasamudram,2014,,Bhyrasamudram,,,BC(W),,TDP,F,MPTC
Kuruba.Anjineyulu,Bramhasamudram,2014,,Bhyravanithippa,,,UR,,TDP,M?,MPTC
Golla.Savitri,Bramhasamudram,2014,,Bramhasamudram,,,UR(W),,TDP,F,MPTC
Sukanya,Bramhasamudram,2014,,Kannepalli,,,UR(W),,TDP,F,MPTC
Golla.Jyothi,Bramhasamudram,2014,,Muppalakunta,,,UR(W),,TDP,F,MPTC Vice President
Narayanappa Vadde,Bramhasamudram,2014,,Palavenkatapuram,,,BC,,TDP,M?,MPTC
M.Manjula,Bramhasamudram,2014,,Pillalapalli,,,SC,,TDP,M?,MPTC President
Vasanthamma,Bramhasamudram,2014,,Rayalappadoddi,,,UR,,TDP,M?,MPTC
Karegowd,Bramhasamudram,2014,,Santhekondapuram,,,BC,,TDP,M?,MPTC
Gowdappa,Bramhasamudram,2014,,Vepulaparthy,,,UR,,TDP,M?,MPTC
Thimmakka,Bramhasamudram,2014,,West Kodipalli,,,BC(W),,TDP,F,MPTC
Uda.Anjinamma,Bramhasamudram,2014,,Yeradikera,,,SC(W),,YSRCP,F,MPTC
Channamma,Bukkapatnam,2014,,Agraharam,,,UR(W),,TDP,F,MPTC
Eswaramma,Bukkapatnam,2014,,Bukkapatnam 1,,,BC(W),,TDP,F,MPTC
Chinthakayala Ravi,Bukkapatnam,2014,,Bukkapatnam 2,,,UR,,TDP,M?,MPTC President
Y. Manjula,Bukkapatnam,2014,,Bukkapatnam 3,,,UR(W),,TDP,F,MPTC Vice President
U. Gangadevi,Bukkapatnam,2014,,Gasikavaripalli,,,SC(W),,YSRCP,F,MPTC
P. Chandra Sekhar,Bukkapatnam,2014,,Kothakota,,,BC,,YSRCP,M?,MPTC
